Versuchsteilnehmer 1: Dilshod
Versuchsteilnehmer 2: Lucas
Versuch: 
Startzeit: 25.03.2025 14:36:36
Stoppzeit: 25.03.2025 14:39:17
Probennummer: 
Gatespannung: 
Sweeprate: 
Strom: 
Magnetfeld: 
Temperatur: 
Bemerkung: 
Kommentar: 

Zeit/s          	U_AB (V)          	U_mano (V)          	U_sample (V)          	U_field (V)
0,000000000000	0,068177731000	0,010191361000	0,000077658000	0,000002615000
1,000000000000	0,068180810000	0,010210487000	0,000078244000	0,000002750000
2,000000000000	0,068184301000	0,010225837000	0,000077888000	0,000003113000
3,000000000000	0,068187878000	0,010204956000	0,000078307000	0,000023284000
4,000000000000	0,068184431000	0,010198179000	0,000078432000	0,000043342000
5,000000000000	0,068199196000	0,010230572000	0,000078129000	0,000063409000
6,000000000000	0,068200779000	0,010218917000	0,000078066000	0,000083861000
7,000000000000	0,068205593000	0,010192994000	0,000078495000	0,000103804000
8,000000000000	0,068195272000	0,010200159000	0,000079971000	0,000124339000
9,000000000000	0,068214992000	0,010201812000	0,000079793000	0,000136344000
10,000000000000	0,068216455000	0,010203853000	0,000080212000	0,000136697000
11,000000000000	0,068200877000	0,010195301000	0,000080987000	0,000137247000
12,001000000000	0,068225323000	0,010176747000	0,000080505000	0,000137371000
13,000000000000	0,068204021000	0,010206201000	0,000080317000	0,000137890000
14,000000000000	0,068225898000	0,010208875000	0,000080243000	0,000138378000
15,000000000000	0,068232316000	0,010210161000	0,000080358000	0,000138886000
16,000000000000	0,068232077000	0,010189973000	0,000080620000	0,000138865000
17,000000000000	0,068242268000	0,010199710000	0,000080484000	0,000139436000
18,000000000000	0,068239373000	0,010202486000	0,000080987000	0,000139778000
19,000000000000	0,068240490000	0,010190708000	0,000081081000	0,000140266000
20,000000000000	0,068252502000	0,010171909000	0,000080526000	0,000140743000
21,000000000000	0,068252729000	0,010179482000	0,000080652000	0,000141138000
22,000000000000	0,068260795000	0,010188300000	0,000081175000	0,000141605000
23,000000000000	0,068270346000	0,010183136000	0,000080976000	0,000141926000
24,000000000000	0,068267018000	0,010169235000	0,000080987000	0,000142352000
25,000000000000	0,068269674000	0,010167255000	0,000080652000	0,000142673000
26,000000000000	0,068261250000	0,010181298000	0,000080913000	0,000143223000
27,000000000000	0,068281296000	0,010174889000	0,000081395000	0,000143389000
28,000000000000	0,068276612000	0,010153008000	0,000081646000	0,000143877000
29,000000000000	0,068276027000	0,010159805000	0,000082442000	0,000144219000
30,000000000000	0,068285762000	0,010170623000	0,000086504000	0,000144821000
31,000000000000	0,068293524000	0,010178339000	0,000095873000	0,000145350000
32,000000000000	0,068295085000	0,010153681000	0,000113262000	0,000145299000
33,000000000000	0,068306707000	0,010149803000	0,000127248000	0,000145952000
34,000000000000	0,068297785000	0,010163622000	0,000136178000	0,000146284000
35,000000000000	0,068303845000	0,010174889000	0,000140722000	0,000146627000
36,000000000000	0,068303574000	0,010157233000	0,000145223000	0,000147073000
37,000000000000	0,068308485000	0,010144721000	0,000148154000	0,000147727000
