Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),U_AB (V) error,U_mano (V) error,U_sample (V) error,U_field (V) error,pressure_manometer/Pascal,temp_manometer/K,pressure_manometer error/Pascal,temp_manometer_lower/K,temp_manometer_upper/K,R_AB (Ohm),R_AB (Ohm) error,R_sample (Ohm),R_sample (Ohm) error,I_coil (Ohm),mag field (gauss),mag field (gauss) error,temp_corr/K,temp_corr error/K
0.0,0.059900685,0.01407181,7.7333e-05,2.667e-06,6.49503425e-06,4.2035905e-06,3.50386665e-06,3.50013335e-06,1479.2398201044996,1.7716592796918051,0.4654413079528058,1.7715730996398265,1.7717454398366146,59900.685000000005,6.495034250000001,0.0007733299999999,3.50386665e-05,0.0069362808842652,2.9376947552832435,3.855389345739402,1.7716592796918051,8.618005197869039e-05
1.0,0.059891589,0.014076382,7.793e-05,2.687e-06,6.49457945e-06,4.2038191e-06,3.5038965e-06,3.50013435e-06,1479.720432368133,1.7717482478724464,0.4654660594843829,1.771662083793945,1.7718343920532114,59891.58900000001,6.494579450000001,0.0007792999999999,3.5038965e-05,0.0069882964889466,2.959724712203253,3.855390447237247,1.7717482478724464,8.616407850148278e-05
2.0,0.059883599,0.014076137,7.7919e-05,2.3357e-05,6.494179950000001e-06,4.20380685e-06,3.50389595e-06,3.50116785e-06,1479.6946777739531,1.7717434808680006,0.4654647331227828,1.771657315933774,1.7718296259039843,59883.599,6.494179950000001,0.0007791899999999,3.50389595e-05,0.0607464239271781,25.727685189032872,3.856528845261096,1.7717434808680006,8.616493422652916e-05
3.0,0.05988632,0.0140812,7.7783e-05,4.3642e-05,6.494316e-06,4.20406e-06,3.50388915e-06,3.5021821e-06,1480.2269043467386,1.7718419800985872,0.4654921427912812,1.7717558328424892,1.7719281074668791,59886.32,6.494316,0.00077783,3.5038891499999994e-05,0.1135032509752925,48.07156899515235,3.8576460394514456,1.7718419800985872,8.614725609801255e-05
4.0,0.059898733,0.01405644,7.8254e-05,6.3648e-05,6.49493665e-06,4.202822e-06,3.5039127e-06,3.5031824e-06,1477.6241135226878,1.771360033680625,0.4653580990638425,1.771273799858014,1.771446247564298,59898.73300000001,6.4949366500000005,0.00078254,3.5039126999999995e-05,0.1655344603381014,70.10813490223772,3.858747867746757,1.771360033680625,8.623382261108148e-05
5.0,0.059906994,0.014059196,7.8181e-05,8.4016e-05,6.495349700000001e-06,4.2029598e-06,3.50390905e-06,3.5042008e-06,1477.9138264270125,1.7714137092575777,0.4653730192784153,1.7713274850847187,1.7714999134972025,59906.994,6.495349700000001,0.00078181,3.50390905e-05,0.2185071521456437,92.5434430295752,3.859869633153238,1.7714137092575777,8.622417285897299e-05
6.001,0.059918887,0.014061788,7.839e-05,0.000104094,6.49594435e-06,4.2030894e-06,3.5039195e-06,3.5052047e-06,1478.186299521356,1.7714641837377378,0.465387051642774,1.7713779686371665,1.771550378910436,59918.887,6.49594435,0.0007838999999999,3.5039195e-05,0.2707256176853055,114.65931678157266,3.860975426840895,1.7714641837377378,8.621510057138515e-05
7.0,0.059928937,0.014060441,7.9416e-05,0.000124224,6.4964468500000005e-06,4.20302205e-06,3.5039708e-06,3.5062112e-06,1478.0447018137631,1.7714379542182108,0.4653797593608329,1.7713517344033822,1.7715241541023807,59928.937000000005,6.496446850000001,0.0007941599999999,3.5039708e-05,0.3230793237971391,136.83246842156203,3.862084084422776,1.7714379542182108,8.621981482859198e-05
8.0,0.059925782,0.014034599,8.0222e-05,0.00013237,6.4962891e-06,4.20172995e-06,3.5040111e-06,3.5066185e-06,1475.3281702921508,1.7709343870613363,0.46523985798747,1.770848076639694,1.771020677498742,59925.782,6.4962891,0.00080222,3.5040110999999993e-05,0.3442652795838751,145.8052698750818,3.8625327244956233,1.7709343870613363,8.631042164242153e-05
9.001,0.0599438,0.014044275,7.9688e-05,0.000132795,6.49719e-06,4.20221375e-06,3.5039844e-06,3.50663975e-06,1476.345319081065,1.7711230169966077,0.465292241150099,1.7710367405374594,1.7712092734916094,59943.8,6.497190000000001,0.0007968799999999,3.5039844e-05,0.345370611183355,146.2734064596318,3.862556131324652,1.7711230169966075,8.62764591482712e-05
10.0,0.059951909,0.014043948,8.0254e-05,0.000133086,6.4975954500000005e-06,4.2021974e-06,3.5040127e-06,3.5066543e-06,1476.3109445818943,1.771116643814405,0.4652904708633917,1.771030366208214,1.7712029014557726,59951.909,6.49759545,0.0008025399999999,3.5040127e-05,0.3461274382314694,146.5939423328183,3.8625721581186663,1.771116643814405,8.627760619095426e-05
11.0,0.059951063,0.014030762,8.0076e-05,0.000133335,6.49755315e-06,4.2015381e-06,3.5040038e-06,3.50666675e-06,1474.924821811057,1.7708595597641257,0.4652190855406936,1.770773235862544,1.7709458636734932,59951.063,6.49755315,0.00080076,3.5040038e-05,0.3467750325097529,146.86821529647227,3.862585871766555,1.7708595597641255,8.632390158158643e-05
12.001,0.059964257,0.014033599,8.0411e-05,0.000133978,6.49821285e-06,4.20167995e-06,3.50402055e-06,3.5066989e-06,1475.2230494995802,1.770914886998002,0.4652344442666525,1.7708285730638804,1.7710011809458082,59964.257000000005,6.49821285,0.0008041099999999,3.5040205499999995e-05,0.3484473342002601,147.57647841145064,3.862621284922227,1.770914886998002,8.631393412161792e-05
13.0,0.059965211,0.014019127,8.0191e-05,0.000134352,6.49826055e-06,4.20095635e-06,3.50400955e-06,3.5067176e-06,1473.7017413894966,1.770632567777908,0.4651560968989831,1.770546202958541,1.7707189125808371,59965.211,6.49826055,0.00080191,3.5040095499999994e-05,0.3494200260078023,147.98843860585478,3.862641882931854,1.770632567777908,8.63648193669686e-05
