Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),U_AB (V) error,U_mano (V) error,U_sample (V) error,U_field (V) error,pressure_manometer/Pascal,temp_manometer/K,pressure_manometer error/Pascal,temp_manometer_lower/K,temp_manometer_upper/K,R_AB (Ohm),R_AB (Ohm) error,R_sample (Ohm),R_sample (Ohm) error,I_coil (Ohm),mag field (gauss),mag field (gauss) error,temp_corr/K,temp_corr error/K
0.0,0.013492823,0.37215746,7.8212e-05,3.051e-06,4.17464115e-06,2.2107873e-05,3.5039106e-06,3.50015255e-06,39121.48715630381,3.351641298064703,2.40401704576707,3.351593329505469,3.351689264629223,13492.823,4.17464115,0.00078212,3.5039106e-05,0.0079349804941482,3.360669928147419,3.855410494498063,3.3296093102317674,5.183999957036889e-05
1.0,0.01349704,0.37210603,7.8181e-05,2.76e-06,4.174852e-06,2.21053015e-05,3.50390905e-06,3.500138e-06,39116.080793941896,3.351533419400325,2.403738618105432,3.351485451910694,3.3515813848952405,13497.04,4.1748520000000005,0.00078181,3.50390905e-05,0.0071781534460338,3.040134054961295,3.8553944677043903,3.329015656695813,5.184035852678903e-05
2.0,0.013494525,0.37203195,7.8537e-05,3.269e-06,4.17472625e-06,2.21015975e-05,3.50392685e-06,3.50016345e-06,39108.29344562826,3.351378012758216,2.40333756966728,3.351330046809227,3.35142597671248,13494.525,4.17472625,0.00078537,3.50392685e-05,0.0085019505851755,3.600796458575524,3.855422500824564,3.329369661209471,5.184014488790467e-05
3.0,0.01349729,0.37197235,7.7867e-05,2.3627e-05,4.1748645e-06,2.20986175e-05,3.50389335e-06,3.50118135e-06,39102.02824639105,3.3512529673743003,2.403014911906563,3.351205002664808,3.35130093008907,13497.29,4.1748645,0.00077867,3.50389335e-05,0.0614486345903771,26.02508960745305,3.856543715482019,3.3289804750978718,5.1840379692080774e-05
4.0,0.013500119,0.37191664,7.8485e-05,2.3772e-05,4.17500595e-06,2.2095832000000004e-05,3.50392425e-06,3.5011886e-06,39096.171967036935,3.351136071248877,2.4027133135198264,3.351088107697966,3.3511840328050604,13500.119,4.17500595,0.00078485,3.50392425e-05,0.0618257477243172,26.18480679512309,3.856551701341413,3.328582457338475,5.1840618302101404e-05
5.0,0.013495122,0.37192888,7.8223e-05,2.3772e-05,4.1747561e-06,2.2096444e-05,3.50391115e-06,3.5011886e-06,39097.458645538,3.351161755419733,2.402779577462631,3.35111379161427,3.351209717230466,13495.122,4.1747561,0.00078223,3.50391115e-05,0.0618257477243172,26.18480679512309,3.856551701341413,3.329285616337778,5.184019571791154e-05
6.0,0.013499393,0.37193317,7.8453e-05,2.4727e-05,4.17496965e-06,2.20966585e-05,3.50392265e-06,3.50123635e-06,39097.90961373813,3.3511707573344363,2.402802802324938,3.351122793439756,3.351218719234387,13499.393,4.17496965,0.00078453,3.50392265e-05,0.0643094928478543,27.23673723805354,3.856604297863569,3.328684582719581,5.1840557225624195e-05
7.0,0.013495609,0.37192235,7.8233e-05,2.5339e-05,4.17478045e-06,2.20961175e-05,3.50391165e-06,3.50126695e-06,39096.77220676252,3.351148053069697,2.402744225865693,3.351100089400037,3.351196014744627,13495.609,4.17478045,0.0007823299999999,3.50391165e-05,0.0659011703511053,27.91085391980584,3.856638003697615,3.329217063016525,5.184023712923036e-05
8.0,0.013497951,0.37191133,7.8369e-05,2.5629e-05,4.17489755e-06,2.20955665e-05,3.50391845e-06,3.50128145e-06,39095.61377562838,3.3511249286733187,2.4026845666622854,3.3510769652328385,3.3511728901190714,13497.951,4.174897550000001,0.0007836899999999,3.50391845e-05,0.0666553966189857,28.23028829514599,3.8566539754164495,3.3288874616739568,5.1840435590921885e-05
9.0,0.013498916,0.3718444,7.7951e-05,2.5992e-05,4.1749458e-06,2.2092220000000003e-05,3.50389755e-06,3.5012996e-06,39088.57804098162,3.350984472627771,2.402322226327977,3.350936510579196,3.351032432681609,13498.916,4.1749458,0.00077951,3.50389755e-05,0.0675994798439531,28.630132013244097,3.856673967602308,3.328751688028381,5.184051703688297e-05
10.0,0.013499902,0.37182378,7.838e-05,2.6356e-05,4.1749951e-06,2.2091189e-05,3.503919e-06,3.5013178e-06,39086.410450238815,3.350941197050454,2.402210595404723,3.3508932354307,3.3509891566754706,13499.902,4.1749951,0.0007838,3.5039189999999994e-05,0.0685461638491547,29.031077229188305,3.856694014863109,3.3286129811858953,5.1840600057584396e-05
11.0,0.013502992,0.37175297,7.8746e-05,2.6885e-05,4.1751496e-06,2.20876485e-05,3.5039373e-06,3.50134425e-06,39078.96684691688,3.3507925744211984,2.4018272498336435,3.3507446142740225,3.350840532573632,13502.992,4.175149600000001,0.0007874599999999,3.5039372999999995e-05,0.0699219765929778,29.613769589722576,3.856723149481152,3.3281784318469088,5.184085893938928e-05
12.0,0.013498547,0.3717444,7.8945e-05,2.7248e-05,4.17492735e-06,2.208722e-05,3.50394725e-06,3.5013624e-06,39078.06596172455,3.350774585606685,2.401780854246238,3.3507266256377326,3.3508225435808963,13498.547,4.17492735,0.0007894499999999,3.50394725e-05,0.0708660598179453,30.01361330782073,3.8567431416670352,3.328803603165286,5.184048591644341e-05
13.0,0.013503545,0.37168072,7.883e-05,2.7507e-05,4.17517725e-06,2.2084036e-05,3.5039415e-06,3.50137535e-06,39071.37186965365,3.350640909638418,2.401436108504587,3.3505929509937515,3.350688866288338,13503.545000000002,4.17517725,0.0007883,3.5039415e-05,0.0715396618985695,30.298901249934826,3.856757406064151,3.3281006854429807,5.184090506338279e-05
14.0,0.013501843,0.37161235,7.8704e-05,2.7902e-05,4.17509215e-06,2.20806175e-05,3.5039352e-06,3.5013951e-06,39064.18476106559,3.3504973712478594,2.4010659724123022,3.350449414024999,3.350545326475969,13501.843,4.17509215,0.0007870399999999,3.5039352e-05,0.0725669700910273,30.733992899105036,3.856779160646617,3.3283399918324217,5.184076290509765e-05
15.0,0.013507589,0.37150787,7.9144e-05,2.8472e-05,4.17537945e-06,2.20753935e-05,3.5039572e-06,3.5014236e-06,39053.2017406578,3.350277987722475,2.4005003468613006,3.350230032672328,3.350325940777864,13507.589000000002,4.175379449999999,0.0007914399999999,3.5039572e-05,0.0740494148244473,31.3618466713253,3.856810553335233,3.3275323456109045,5.184124045154448e-05
16.0,0.013504011,0.37141011,7.9333e-05,2.8773e-05,4.17520055e-06,2.2070505500000003e-05,3.50396665e-06,3.50143865e-06,39042.92513197609,3.350072676808464,2.399971101514193,3.35002472379125,3.350120627830909,13504.011,4.1752005500000005,0.0007933299999999,3.5039666499999994e-05,0.0748322496749024,31.693397522971477,3.856827130877818,3.3280351756819053,5.1840943881664714e-05
17.0,0.013508391,0.37138072,7.9134e-05,2.9085e-05,4.17541955e-06,2.2069036e-05,3.5039567e-06,3.50145425e-06,39039.83563188243,3.350010946174932,2.399811992259369,3.3499629937688846,3.350058896586213,13508.391,4.17541955,0.00079134,3.5039567e-05,0.0756436931079323,32.03706485092357,3.8568443142442135,3.3274196765879887,5.184130656710195e-05
18.0,0.0135067,0.37136072,7.9081e-05,2.9417e-05,4.175335e-06,2.2068036e-05,3.50395405e-06,3.50147085e-06,39037.73321603102,3.349968936367899,2.3997037178430216,3.349920984377749,3.35001688636328,13506.7,4.175335,0.00079081,3.50395405e-05,0.0765071521456436,32.40276213579573,3.856862599108453,3.327657253570085,5.184116700984731e-05
19.0,0.013509247,0.37131093,7.9113e-05,2.9832e-05,4.17546235e-06,2.20655465e-05,3.50395565e-06,3.5014916e-06,39032.49925176893,3.3498643463024016,2.399434168683524,3.349816395347625,3.349912295262407,13509.247,4.17546235,0.0007911299999999,3.50395565e-05,0.0775864759427828,32.85988374188594,3.8568854551887455,3.327299437167913,5.1841376988548404e-05
20.0,0.013508521,0.37119766,7.9196e-05,3.0382e-05,4.17542605e-06,2.2059883e-05,3.5039598e-06,3.5015191e-06,39020.59221959444,3.349626373268589,2.398820956526538,3.349578424669208,3.3496743198731904,13508.521,4.17542605,0.00079196,3.5039598e-05,0.0790169050715214,33.465707557186214,3.8569157463795456,3.3274014148780195,5.184131727098418e-05
21.0,0.01351186,0.37112419,7.9437e-05,3.0703e-05,4.175593e-06,2.2056209500000003e-05,3.50397185e-06,3.50153515e-06,39012.86899496427,3.349471991215651,2.398423210458084,3.3494240441440204,3.3495199362924963,13511.86,4.175593,0.00079437,3.50397185e-05,0.0798517555266579,33.81928836575237,3.856933425420032,3.326932498762483,5.1841591027557143e-05
22.0,0.013511502,0.37107582,7.9416e-05,3.1098e-05,4.1755751e-06,2.2053791e-05,3.5039708e-06,3.5015549e-06,39007.78430222762,3.349370340344989,2.3981613487821467,3.3493223942791643,3.349418284416022,13511.502,4.1755751000000005,0.0007941599999999,3.5039708e-05,0.0808790637191157,34.2543800149225,3.856955180002423,3.326982763012558,5.184156178517085e-05
23.0,0.013513085,0.37104358,7.9688e-05,3.1367e-05,4.17565425e-06,2.2052179e-05,3.5039844e-06,3.50156835e-06,39004.395207875146,3.3493025821277,2.397986810422994,3.3492546367322715,3.349350525528336,13513.085,4.17565425,0.0007968799999999,3.5039844e-05,0.0815786736020806,34.55068293549661,3.856969995148468,3.3267605267320355,5.184169089123003e-05
24.0,0.013512619,0.37098664,7.9406e-05,3.171e-05,4.17563095e-06,2.2049332e-05,3.5039703e-06,3.5015855e-06,38998.40962994617,3.3491829026398405,2.3976785531596514,3.349134958428411,3.3492308448564763,13512.619,4.17563095,0.00079406,3.5039703e-05,0.0824707412223667,34.9284966966748,3.856988885836529,3.326825942363739,5.184165293847798e-05
25.0,0.013514896,0.37094909,8.0264e-05,3.2467e-05,4.1757448e-06,2.20474545e-05,3.5040132e-06,3.50162335e-06,38994.46234418513,3.349103971272013,2.3974752679429585,3.349056027841382,3.349151912707846,13514.896,4.1757448,0.00080264,3.5040132e-05,0.0844395318595578,35.76233056609715,3.85703057752994,3.32650635001728,5.184183796380637e-05
26.0,0.013512467,0.37089297,8.0118e-05,3.2799e-05,4.17562335e-06,2.20446485e-05,3.5040059e-06,3.50163995e-06,38988.56296530607,3.3489859950570064,2.397171449930686,3.3489380527933053,3.3490339353259064,13512.467,4.17562335,0.0008011799999999,3.5040059e-05,0.0853029908972691,36.128027850969374,3.857048862394201,3.3268472806957026,5.184164054972129e-05
27.0,0.013517693,0.3708095,8.0181e-05,3.3069e-05,4.17588465e-06,2.2040475e-05,3.50400905e-06,3.50165345e-06,38979.78853275019,3.3488105009573186,2.396719566654059,3.3487625604292277,3.3488584394906025,13517.693,4.17588465,0.0008018099999999,3.5040090499999994e-05,0.0860052015604681,36.42543226938942,3.8570637326151456,3.3261139298452287,5.184206379427181e-05
28.0,0.013514267,0.37070174,8.0798e-05,3.3671e-05,4.17571335e-06,2.2035087000000003e-05,3.5040399e-06,3.50168355e-06,38968.46071614277,3.348583898050397,2.396136184098777,3.3485359597629496,3.348631834343028,13514.267,4.1757133500000005,0.0008079799999999,3.5040399e-05,0.0875708712613784,37.08853397268175,3.8570968877002656,3.326594622899231,5.184178695838426e-05
29.0,0.01351869,0.37064378,8.0547e-05,3.4086e-05,4.1759345e-06,2.2032189e-05,3.50402735e-06,3.5017043e-06,38962.36791500537,3.348461998539529,2.3958224048402004,3.348414061457224,3.348509933627014,13518.69,4.1759345,0.00080547,3.50402735e-05,0.0886501950585175,37.545655578771935,3.857119743780608,3.325974092371011,5.1842143906633e-05
30.001,0.01351598,0.37060562,8.0327e-05,3.4522e-05,4.175799e-06,2.2030281000000003e-05,3.50401635e-06,3.5017261e-06,38958.35650556088,3.348381734675815,2.3956158172538093,3.348333798386949,3.348429668969856,13515.98,4.175799,0.00080327,3.50401635e-05,0.0897841352405721,38.02590863962811,3.857143756433629,3.3263542437753104,5.184192567542212e-05
31.0,0.013521411,0.3705397,8.0777e-05,3.4688e-05,4.17607055e-06,2.2026985000000003e-05,3.50403885e-06,3.5017344e-06,38951.426942914615,3.34824306861882,2.3952589447775265,3.348195133700585,3.348291001542228,13521.411000000002,4.17607055,0.00080777,3.50403885e-05,0.0902158647594278,38.20875728206423,3.8571528988657695,3.3255925619643496,5.184236151745125e-05
32.0,0.013518083,0.37048909,8.1248e-05,3.5248e-05,4.17590415e-06,2.20244545e-05,3.5040624e-06,3.5017624e-06,38946.10677960261,3.348136596592311,2.3949849563669585,3.3480886627263646,3.348184528463425,13518.083,4.17590415,0.00081248,3.5040624e-05,0.0916723016905071,38.825596075824485,3.8571837408054463,3.3260592264998357,5.184209515585181e-05
