Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.012722415,0.42651834,7.8935e-05,2.843e-06,44835.94594674529,3.460449179252319
1.0,0.012724225,0.42642753,7.7898e-05,2.739e-06,44826.39992757194,3.4602754685434243
2.0,0.012726372,0.42629038,7.8568e-05,2.843e-06,44811.98261087087,3.4600130665294344
3.0,0.012728855,0.42614038,7.8694e-05,3.165e-06,44796.214491985265,3.4597260139583574
4.0,0.012730329,0.42595936,7.8202e-05,3.663e-06,44777.18552611411,3.459379507994344
5.0,0.01273292,0.42579957,7.8181e-05,4.285e-06,44760.38827466924,3.459073557515598
6.001,0.012734904,0.42564426,7.8767e-05,4.607e-06,44744.061964375076,3.4587761105557964
7.0,0.012735728,0.42552181,7.7877e-05,4.825e-06,44731.1899233248,3.458541544781044
8.0,0.01273859,0.42540283,7.8485e-05,5.292e-06,44718.68265142474,3.4583135824628206
9.0,0.012739522,0.4252563,7.8443e-05,5.645e-06,44703.27930168934,3.458032775917972
10.0,0.012740173,0.42514385,7.8506e-05,6.267e-06,44691.458468564764,3.457817235120303
11.0,0.012740704,0.42506753,7.8233e-05,6.039e-06,44683.435649675775,3.457670925281497
12.0,0.012742503,0.42496079,7.8621e-05,7.025e-06,44672.21505627677,3.4574662687744353
13.0,0.012743273,0.42484814,7.793e-05,7.378e-06,44660.37319899368,3.457250243133581
14.0,0.01274543,0.42474324,7.8118e-05,7.689e-06,44649.34602785302,3.4570490446397923
15.0,0.012747501,0.42457141,7.8453e-05,8.228e-06,44631.283122065586,3.456719401663825
16.0,0.012750331,0.424391,7.8432e-05,8.394e-06,44612.31827987791,3.45637320157841
17.0,0.012753464,0.42424304,7.8474e-05,8.809e-06,44596.76460740914,3.456089197608869
18.0,0.012754255,0.42409263,7.8317e-05,9.235e-06,44580.95338899858,3.4558004223442746
19.0,0.012757041,0.42387671,7.8474e-05,9.743e-06,44558.25570746671,3.4553857520745597
20.0,0.012759936,0.42367161,7.8401e-05,1.0044e-05,44536.695432910456,3.454991729210308
21.001,0.012762906,0.42349263,7.8286e-05,1.0335e-05,44517.88091345615,3.454647780821701
22.0,0.012765465,0.42327529,7.7972e-05,1.0822e-05,44495.03396039884,3.4542299833996473
23.0,0.012768435,0.42306182,7.8045e-05,1.1227e-05,44472.59382480876,3.453819484230092
24.0,0.01276992,0.42283937,7.8296e-05,1.1673e-05,44449.20970450141,3.4533915677300993
25.0,0.012773574,0.42263753,7.8547e-05,1.2192e-05,44427.99212372893,3.453003166058285
26.0,0.012776067,0.42244141,7.8045e-05,1.268e-05,44407.375833889964,3.452625651329759
27.0,0.012779699,0.42220733,7.8851e-05,1.296e-05,44382.76915876501,3.452174911687358
28.0,0.012782583,0.42195753,7.839e-05,1.3396e-05,44356.50998478085,3.4516937156422416
29.0,0.012785174,0.42172692,7.8286e-05,1.3915e-05,44332.26807880612,3.451249314867125
30.0,0.012788773,0.42151161,7.8767e-05,1.4174e-05,44309.63452095771,3.450834249954054
31.0,0.012790486,0.42129121,7.8118e-05,1.435e-05,44286.465898275135,3.450409224353183
32.0,0.012793489,0.4210707,7.8401e-05,1.4911e-05,44263.28571230537,3.4499838362321316
33.0,0.012797598,0.42082937,7.8422e-05,1.5326e-05,44237.916911434266,3.44951811147069
34.001,0.012799907,0.42062345,7.8432e-05,1.5647e-05,44216.27043782811,3.4491205791074733
35.0,0.012803528,0.42042141,7.8087e-05,1.6156e-05,44195.031832897126,3.4487304093166706
36.0,0.012806314,0.42017223,7.8233e-05,1.655e-05,44168.83783380435,3.4482490305187974
37.0,0.012809284,0.41990386,7.8254e-05,1.6882e-05,44140.62656670216,3.4477303636657175
