Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.12363659,0.000783322,7.7815e-05,2.864e-06,82.34342947807687,1.2014194778392913
1.0,0.12364136,0.000761318,7.7469e-05,4.991e-06,80.03035155835087,1.1973999205817114
2.0,0.12366433,0.000776464,7.7794e-05,2.3222e-05,81.62251108262691,1.200176431398271
3.0,0.12363811,0.000797467,7.7846e-05,4.385e-05,83.83036308898961,1.2039562649386037
4.0,0.12365447,0.000780179,7.7574e-05,6.3617e-05,82.01303482702711,1.2008508714275954
5.0,0.12365696,0.000764421,7.7605e-05,8.356e-05,80.35654137769781,1.1979723046681885
6.001,0.12362673,0.000773035,7.8359e-05,0.000103918,81.26205188490194,1.1995516337103937
7.0,0.12365079,0.000789588,7.906e-05,0.000124183,83.00211636432496,1.2025476846685357
8.0,0.12365025,0.000783342,8.0233e-05,0.000144375,82.34553189392828,1.2014230902704288
9.0,0.1236329,0.000770973,7.9783e-05,0.000144396,81.04529281062112,1.199174855732225
10.0,0.12365317,0.000782404,8.0589e-05,0.000144572,82.24692859049695,1.2012535883170543
11.0,0.12366108,0.000794406,7.9688e-05,0.000145226,83.50858834293066,1.2034103487615913
12.0,0.12367582,0.000770993,7.995e-05,0.000145631,81.04739522647253,1.1991785140669426
13.0,0.12369761,0.000767523,7.9908e-05,0.00014588,80.68262607625216,1.1985426612695618
14.0,0.12370877,0.000769789,7.9992e-05,0.000146367,80.9208297922174,1.198958147793905
15.001,0.12370053,0.000784751,8.0254e-05,0.000147011,82.49364709066042,1.2016774018098315
16.0,0.12371224,0.000790099,8.0254e-05,0.000147426,83.0558330893286,1.2026393772571622
17.0,0.1237156,0.000765319,8.0212e-05,0.000147706,80.4509398494263,1.1981376064842773
18.0,0.12371408,0.000766891,8.0495e-05,0.000147799,80.61618973534746,1.1984266059028958
19.0,0.12370508,0.000791426,7.995e-05,0.000148183,83.19532838106993,1.2028772710613669
20.0,0.12373185,0.000785874,7.9469e-05,0.000148754,82.61169774071733,1.2018798333126577
21.0,0.12376805,0.000758256,8.0139e-05,0.000149273,79.70847169149935,1.1968332785620523
22.0,0.12373391,0.000760338,8.0568e-05,0.000149376,79.92733318163158,1.1972187629738333
23.0,0.12374583,0.00078173,8.062e-05,0.000149553,82.17607717630429,1.2011316929528197
24.0,0.12372904,0.000780383,8.061e-05,0.000150435,82.03447946871154,1.2008878326554187
25.0,0.12372459,0.000773055,8.0201e-05,0.00015113,81.26415430075336,1.1995552842878445
26.0,0.12372372,0.0007634,8.0578e-05,0.000151338,80.2492130484831,1.1977841736658523
27.0,0.12375635,0.000782546,8.016e-05,0.000151223,82.26185574304199,1.20127925889499
28.0,0.12374063,0.000790446,8.0484e-05,0.000152033,83.09231000435064,1.2027016152336674
29.0,0.12375505,0.000763829,8.1028e-05,0.000152417,80.29430986849594,1.197863246202687
30.001,0.12376079,0.000755542,8.0463e-05,0.000152386,79.42317386046244,1.1963295132928229
31.0,0.12375223,0.000784975,8.0044e-05,0.000153102,82.51719414819625,1.201717798321534
32.001,0.12374605,0.000778056,8.0767e-05,0.000153558,81.78986338439948,1.200465764472957
33.001,0.12371809,0.000751888,8.0474e-05,0.000153952,79.03906248440904,1.1956489903286993
34.0,0.12370909,0.000760869,8.0756e-05,0.000154367,79.98315232248662,1.1973169438446314
35.0,0.12371408,0.000768136,8.106e-05,0.000154627,80.74706512209801,1.1986551550877949
36.0,0.12373088,0.000784445,8.0788e-05,0.000155083,82.46148012813379,1.201622202481174
37.0,0.12370844,0.000781097,8.0903e-05,0.000155488,82.10953571460703,1.2010171365245095
38.0,0.12369067,0.000752357,8.1625e-05,0.000155747,79.08836413612471,1.1957364840434241
39.0,0.12365816,0.000760787,8.1437e-05,0.000156474,79.97453241749582,1.1973017857605748
40.0,0.12363973,0.000790446,8.1384e-05,0.000156837,83.09231000435064,1.2027016152336674
41.0,0.12362239,0.000779546,8.1761e-05,0.00015719,81.94649336532986,1.2007361340072056
42.0,0.12360018,0.000783506,8.2819e-05,0.000157626,82.36277170390987,1.2014527094419694
43.0,0.12359454,0.000767523,8.597e-05,0.000157937,80.68262607625216,1.1985426612695618
44.0,0.12355368,0.000792528,9.5831e-05,0.000158373,83.31117149448286,1.2030745879775335
45.001,0.12355227,0.000795385,0.000110027,0.000158632,83.6115015988574,1.2035851306615981
46.0,0.12353688,0.000773463,0.000125552,0.000159306,81.3070435841222,1.1996297396894724
47.001,0.12353732,0.000773279,0.000135089,0.00015967,81.28770135828918,1.1995961656282492
48.0,0.12353222,0.000794161,0.000139591,0.000160105,83.48283374875083,1.2033665818891517
49.0,0.12350415,0.000790854,0.000144239,0.000160251,83.13519928771949,1.2027747664229553
50.0,0.1234853,0.000772728,0.000146479,0.000160552,81.22977980158272,1.1994955879254106
51.0,0.12348096,0.000786996,0.000148741,0.000161382,82.72964326998166,1.202081855172328
52.0,0.12345397,0.000803387,0.000151086,0.000161465,84.45267818100824,1.2050073666237853
53.0,0.12342016,0.000807796,0.00015364,0.000161973,84.91615575545252,1.2057861993461183
54.0,0.123422,0.000783036,0.000156079,0.000162502,82.31336493140165,1.2013678120555962
55.0,0.12339502,0.000789997,0.000156864,0.000162938,83.04511076848638,1.2026210783910405
56.0,0.1234297,0.000806979,0.00015923,0.000163011,84.83027206792225,1.205642134721875
57.0,0.12341052,0.000797325,0.000160905,0.000163665,83.81543593644457,1.2039309766972492
58.0,0.12337876,0.000801815,0.000162874,0.0001641,84.28742829508708,1.2047288579760032
59.0,0.12339025,0.00078569,0.000164915,0.000164827,82.59235551488432,1.201846681300542
60.0,0.12340607,0.000792507,0.00016593,0.000164816,83.30896395783888,1.2030708298924884
61.0,0.12338613,0.000806591,0.000167522,0.000165325,84.78948520040481,1.2055736766820733
62.0,0.12335839,0.000809286,0.000169741,0.000165543,85.07278573638288,1.206048638878335
63.0,0.12338591,0.000777239,0.0001715,0.000166041,81.70397969686921,1.2003173401806313
64.0,0.12337453,0.000802244,0.00017441,0.000166518,84.33252511509993,1.2048049061923074
65.0,0.12339762,0.000804101,0.000176724,0.000166829,84.52773442690373,1.2051337219140275
66.0,0.12340152,0.000800345,0.000178859,0.000167327,84.13290073000815,1.2044680278559152
67.0,0.12341994,0.000784975,0.000178577,0.000167691,82.51719414819625,1.201717798321534
68.0,0.12344509,0.000791813,0.000178294,0.000168085,83.2360101277948,1.2029465896021356
69.0,0.12343826,0.000796671,0.000178566,0.000168303,83.74668693810334,1.2038144621192377
70.0,0.12338559,0.000809347,0.000178765,0.000168655,85.0791981047297,1.206059374868715
71.0,0.12339588,0.000776811,0.00017887,0.000169351,81.65898799764895,1.2002395359803086
72.0,0.12339296,0.000800182,0.000178818,0.000169745,84.11576604081911,1.2044390824481206
73.0,0.12338461,0.00080404,0.000179289,0.000170139,84.52132205855692,1.2051229303360842
74.0,0.12337258,0.000800366,0.000178975,0.000170461,84.13510826665211,1.2044717566784102
75.0,0.12338266,0.000785935,0.000179226,0.000170835,82.61811010906415,1.201890822564272
76.0,0.12338461,0.000792875,0.000179153,0.000171156,83.3476484095049,1.203136674409459
77.0,0.1234103,0.000797039,0.000179749,0.0001721,83.78537138976935,1.2038800331821533
78.0,0.1233805,0.000798651,0.000179132,0.000172401,83.95482610739336,1.204166979889007
79.0,0.12340694,0.000779138,0.000179477,0.000172847,81.903604081961,1.2006621407881164
80.0,0.12341615,0.00079363,0.000179697,0.000173159,83.42701460789579,1.2032716870665419
81.0,0.12340542,0.000805224,0.000179624,0.000173346,84.64578507696065,1.205332277029657
82.0,0.12339469,0.000810796,0.000179833,0.000173657,85.23151813316467,1.206314209927957
83.0,0.12340596,0.00078918,0.000180011,0.00017403,82.95922708095611,1.202474440295701
84.0,0.12338483,0.000776852,0.000179854,0.000174601,81.66329795014434,1.2002469906615052
85.0,0.1233598,0.000820716,0.000179843,0.000174798,86.27431639546614,1.2080491912566511
86.0,0.12335492,0.000808694,0.000180315,0.00017539,85.01055422718102,1.2059444135775836
87.0,0.12333064,0.00080206,0.000180472,0.000175493,84.3131828892669,1.204772292732094
88.0,0.12336077,0.000791201,0.00018044,0.000176168,83.17167620274152,1.2028369572049507
89.0,0.12337096,0.000803183,0.000181236,0.000176541,84.43123353932381,1.204971248731998
90.0,0.12336467,0.000801509,0.00018089,0.000176956,84.25526133256045,1.2046745940457135
91.0,0.12339209,0.000787323,0.000180943,0.000177268,82.7640177691523,1.2021406901372773
92.001,0.12339751,0.000777525,0.000180513,0.000177693,81.73404424354445,1.2003693118637706
93.0,0.1234064,0.000794569,0.000181068,0.00017815,83.52572303211969,1.203439461190538
94.0,0.12341832,0.000812756,0.000180901,0.000178669,85.43755488660327,1.206658339556365
95.0,0.12341377,0.000805081,0.000180765,0.000179094,84.63075280362304,1.2053070057432733
96.0,0.12343501,0.000785506,0.000180691,0.000179239,82.57301328905132,1.201813523119603
97.0,0.12343241,0.000795447,0.000180943,0.000179986,83.61801908799677,1.2035961938319961
98.0,0.12344964,0.000808714,0.00018089,0.000180235,85.01265664303244,1.2059479356913125
99.0,0.12347175,0.000793773,0.000181058,0.000180765,83.4420468812334,1.2032972475070915
100.0,0.12345061,0.000769993,0.000181299,0.000180235,80.94227443390182,1.1989955048665655
101.0,0.12346395,0.000784853,0.000181351,0.000179831,82.50436941150264,1.201695797785852
102.0,0.12343468,0.000804265,0.000180911,0.000179592,84.54497423688532,1.2051627321133311
103.001,0.12342796,0.000797978,0.000180398,0.000178855,83.88407981399325,1.2040472374070925
104.0,0.12341182,0.000788017,0.000180838,0.000178274,82.83697159919637,1.2022654927114604
105.0,0.12343577,0.000781505,0.000180681,0.000178056,82.15242499797588,1.2010909822890947
106.0,0.12344075,0.000806469,0.000180859,0.000177921,84.77666046371118,1.2055521458117788
107.0,0.12344476,0.00079512,0.000180576,0.000177403,83.58364458882615,1.203537836807727
108.0,0.12345257,0.000768646,0.000180848,0.00017704,80.80067672630908,1.1987486926444648
109.0,0.12345723,0.000780934,0.000180901,0.000176448,82.092401025418,1.2009876258493237
110.0,0.12344877,0.000802489,0.000181131,0.000175659,84.35827970927974,1.2048483225034183
111.0,0.12344086,0.000807367,0.000180597,0.000175628,84.87105893543969,1.205710566627979
112.0,0.12342168,0.00079363,0.000180681,0.000175327,83.42701460789579,1.2032716870665419
113.0,0.12344541,0.000782301,0.000181005,0.000174809,82.23610114886218,1.2012349657926515
114.0,0.12345972,0.000802162,0.000180419,0.00017456,84.32390521010913,1.2047903726667621
115.0,0.12345918,0.000806061,0.000180461,0.000174196,84.73377118034233,1.2054801221394593
116.0,0.1234724,0.000779321,0.000180315,0.000173916,81.92284118700145,1.200695332729968
117.0,0.1234711,0.000776055,0.000179959,0.000173314,81.5795166784655,1.2001020228653385
118.0,0.12349548,0.000807612,0.000180294,0.000172858,84.89681352961951,1.2057537640457987
119.0,0.1234918,0.000797978,0.000179927,0.00017265,83.88407981399325,1.2040472374070925
120.0,0.12347728,0.000782281,0.000179864,0.000171914,82.23399873301076,1.2012313495426326
121.0,0.12346189,0.000789691,0.00018021,0.000171613,83.01294380595975,1.2025661705288921
122.0,0.12349288,0.000793569,0.000180168,0.000171301,83.42060223954898,1.2032607825486699
123.0,0.12349668,0.000814062,0.000179645,0.0001707,85.57484264170063,1.2068872766034204
124.0,0.1235086,0.00079016,0.000179561,0.000170419,83.06224545767542,1.2026503197999692
125.0,0.12348475,0.000788384,0.000179707,0.00017017,82.87555093006983,1.2023314553205995
126.0,0.12349212,0.000808571,0.000179697,0.000169735,84.99762436969482,1.2059227510572077
127.0,0.12353938,0.000808082,0.00017976,0.000169226,84.94622030212776,1.2058366034395738
