Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.043277389,0.029921703,7.7919e-05,2.791e-06,3145.3931344255125,2.0017066808806696
1.0,0.043276999,0.029921622,7.7825e-05,2.656e-06,3145.3846196413137,2.0017057584300293
2.0,0.043279742,0.029919193,7.794e-05,2.3336e-05,3145.12928123616,2.001678095518827
3.0,0.043274386,0.029918335,7.815e-05,4.3456e-05,3145.0390875961343,2.0016683237384307
4.0,0.043283699,0.0299245,7.7354e-05,6.3793e-05,3145.6871572823325,2.00173853286837
5.0,0.043279015,0.029932195,7.8317e-05,8.3965e-05,3146.4960617811644,2.001826152516129
6.0,0.043283016,0.029912743,7.9144e-05,0.000104053,3144.4512521240786,2.0016046317132967
7.0,0.043280696,0.029903598,8.0327e-05,0.000120261,3143.4899224760193,2.001500454303321
8.0,0.043286994,0.029906578,7.9856e-05,0.000120914,3143.80318243788,2.0015344040246488
9.001,0.043287482,0.029911681,8.0358e-05,0.000120904,3144.339613842368,2.0015925347908934
10.001,0.04328552,0.029919336,8.0809e-05,0.00012163,3145.144313509498,2.0016797241305726
11.0,0.043287948,0.029888004,8.0128e-05,0.000121879,3141.8506688366715,2.001322762166139
12.0,0.043290008,0.02990517,7.994e-05,0.000122263,3143.6551723619405,2.001518363634498
13.0,0.043293163,0.029920662,8.0285e-05,0.000122647,3145.2837036804463,2.0016948255538045
14.0,0.043285672,0.029906823,7.9678e-05,0.000123218,3143.82893703206,2.0015371950917955
15.0,0.043288133,0.029893698,8.0453e-05,0.000123477,3142.4492266295692,2.00138765197714
16.0,0.04328913,0.02989425,8.0819e-05,0.000123768,3142.507253307069,2.0013939422227676
17.0,0.043292144,0.029900802,8.0212e-05,0.000124183,3143.196004739992,2.0014685987373073
18.0,0.04329068,0.029897699,8.0327e-05,0.000124816,3142.869814920645,2.0014332430936452
19.0,0.043293499,0.029890616,8.0557e-05,0.000125034,3142.1252443468666,2.0013525300031327
20.0,0.043299906,0.029877247,8.0599e-05,0.000125221,3140.7198844709887,2.001200150832122
21.0,0.043300557,0.0299017,8.0453e-05,0.000125916,3143.2904032117203,2.0014788301067266
22.0,0.043300882,0.029884554,8.0892e-05,0.00012631,3141.4880021023027,2.0012834413225353
23.0,0.043306367,0.029881676,8.0683e-05,0.000126549,3141.185464461284,2.001250637424718
24.0,0.043303755,0.029878777,8.0997e-05,0.000127161,3140.8807192836216,2.0012175920169137
25.0,0.043300654,0.029890943,8.1363e-05,0.000127773,3142.159618846037,2.001356256557804
26.0,0.043312471,0.02986998,8.1374e-05,0.000127856,3139.955971671377,2.001117302698983
27.0,0.043313956,0.029850426,8.1269e-05,0.000128116,3137.9004396934492,2.000894308085011
28.0,0.04331065,0.029856916,8.1332e-05,0.000128603,3138.5826736372333,2.000968331203245
29.0,0.043313284,0.029870694,8.2515e-05,0.000129153,3140.0310279172727,2.001125443325355
30.0,0.043317794,0.029861856,8.5509e-05,0.000129257,3139.1019703525326,2.001024668200695
31.0,0.043316471,0.029849895,9.5297e-05,0.000129662,3137.8446205525947,2.0008882511688606
32.0,0.043319995,0.029832892,0.000112414,0.000130149,3136.0572517165147,2.000694266039067
33.0,0.043322304,0.029851691,0.000128913,0.000130772,3138.0334174960512,2.0009087371694667
34.0,0.04332213,0.02986751,0.000137644,0.000130969,3139.6963233137276,2.0010891401385846
35.0,0.043331855,0.029831443,0.000142376,0.000131643,3135.9049316880796,2.000677731136988
36.0,0.043336321,0.029827217,0.000146207,0.000131924,3135.4606912186755,2.0006295041051496
37.001,0.043332527,0.029852508,0.000149201,0.000132505,3138.1193011835817,2.0009180559721598
38.0,0.043336484,0.029832769,0.000151913,0.000132681,3136.0443218590285,2.000692862476237
39.0,0.043335855,0.029839689,0.000154111,0.000133086,3136.7717577436174,2.000771821096865
40.0,0.043339324,0.029812705,0.000155786,0.000133439,3133.9351782768895,2.000463858420437
41.0,0.043341785,0.029814807,0.000158341,0.000133885,3134.156142182873,2.000487854836741
42.0,0.043342707,0.029820665,0.000160351,0.000134352,3134.7719397857522,2.0005547237135306
43.0,0.043343379,0.029810745,0.000163052,0.000134715,3133.729141523451,2.0004414820491454
44.0,0.043345644,0.029802458,0.000164653,0.000135171,3132.8580055154175,2.0003468624360368
45.0,0.043349493,0.029809357,0.000166757,0.000135618,3133.583233863363,2.0004256353260983
