Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.048027081,0.023612656,7.8202e-05,2.625e-06,0.24821811134196264,116.50731421049389
1.0,0.048031309,0.023610636,7.7312e-05,2.76e-06,0.24819687694186338,116.51629786894638
2.0,0.048033965,0.023626904,7.7134e-05,2.4716e-05,0.2483678874472174,116.44398729833995
3.0,0.048032003,0.023628884,7.6673e-05,4.4836e-05,0.24838870136414637,116.43519235956603
4.0,0.04802694,0.023615453,7.6914e-05,6.4737e-05,0.2482475136276447,116.49487722532261
5.0,0.048027493,0.023619454,7.6977e-05,8.5013e-05,0.24828957245675223,116.47709117871491
6.0,0.048027948,0.023632987,7.7773e-05,0.000104717,0.24843183242533817,116.41697148645571
7.0,0.048028826,0.023637702,8.5687e-05,0.000124754,0.24848139687903525,116.39603978774123
8.0,0.048028989,0.023606778,7.9898e-05,0.000124629,0.24815632134008958,116.53345958685384
9.0,0.048028447,0.023622862,7.9846e-05,0.000125231,0.24832539762286032,116.46194550298881
10.001,0.048031103,0.023631803,8.0055e-05,0.000125324,0.2484193861234978,116.42222889106313
11.0,0.048035288,0.023628578,8.0809e-05,0.000125719,0.24838548466789376,116.43655149127552
12.0,0.048038702,0.023618433,8.0882e-05,0.000126175,0.24827883962383077,116.48162942039602
13.0,0.048028935,0.023612881,7.9929e-05,0.000126839,0.24822047655979548,116.50631364053051
14.0,0.048040133,0.023637375,8.0275e-05,0.000127244,0.24847795942911818,116.39749122556658
15.0,0.048040643,0.023625373,8.0463e-05,0.000127348,0.24835179345387484,116.4507887329101
16.0,0.04804061,0.023626332,8.0338e-05,0.000128136,0.24836187453788233,116.4465283038133
17.0,0.048030084,0.023617943,8.0285e-05,0.000128365,0.24827368870499478,116.48380754539713
18.0,0.048042031,0.023622964,8.04e-05,0.000128551,0.24832646985494453,116.46149225953627
19.0,0.048039364,0.023629639,8.0233e-05,0.000129402,0.2483966379839855,116.43183908099249
20.0,0.048040632,0.023613759,8.0453e-05,0.000129713,0.2482297061653832,116.50240935724878
21.0,0.048052752,0.023601246,8.0777e-05,0.000129776,0.24809816851763944,116.55807658902593
22.0,0.048048503,0.023607207,8.084e-05,0.000130243,0.24816083102209088,116.53155099869468
