Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.0791585,0.006879119,7.7836e-05,2.604e-06,723.138441468258,1.592714102896713
1.0,0.079180821,0.006842582,7.7951e-05,5.001e-06,719.2976430701017,1.5914996566553994
2.001,0.079165427,0.006838704,7.7783e-05,2.3606e-05,718.8899846365125,1.5913704693956678
3.0,0.079167552,0.006861728,7.7658e-05,4.358e-05,721.3102857646605,1.5921366556948404
4.0,0.079167346,0.006879017,7.8003e-05,6.3648e-05,723.1277191474157,1.592710719324103
5.0,0.079169579,0.006849828,7.8254e-05,8.3933e-05,720.059348333069,1.591740893551035
6.0,0.079175986,0.006845072,7.8129e-05,0.000104178,719.5593938436027,1.5915825765301077
7.0,0.079185407,0.006850686,7.9678e-05,0.000124256,720.1495419730948,1.5917694456903793
8.0,0.079174599,0.006849706,8.1091e-05,0.000140204,720.0465235963753,1.5917368334704696
9.0,0.079212911,0.006848461,8.0484e-05,0.00014092,719.9156482096249,1.5916953975593493
10.0,0.079208986,0.006825947,8.0411e-05,0.000141179,717.5489586856878,1.590945106639476
11.0,0.079228316,0.006831744,8.0243e-05,0.000141615,718.1583439202202,1.5911384731255969
12.0,0.079223156,0.00684097,8.0495e-05,0.000141812,719.1281883524777,1.5914459630449922
13.0,0.079232533,0.006849767,8.0233e-05,0.000142072,720.0529359647222,1.5917388635175767
14.0,0.079221118,0.006826028,8.062e-05,0.00014286,717.557473469886,1.5909478093540157
15.0,0.079234788,0.006834152,8.0798e-05,0.000143223,718.4114747887305,1.5912187586836943
16.0,0.079238377,0.006835887,8.1091e-05,0.000143763,718.5938593638407,1.5912765923905186
17.0,0.079225487,0.006842031,8.106e-05,0.000144095,719.2397215133952,1.591481304640904
18.0,0.079224424,0.006826089,8.0631e-05,0.000144437,717.5638858382329,1.5909498447156467
19.0,0.079255625,0.006827906,8.1196e-05,0.000144614,717.7548903183339,1.5910104655026616
20.0,0.079260481,0.006833234,8.0924e-05,0.000145143,718.3149739011506,1.5911881540013761
21.0,0.079281253,0.006830988,8.0777e-05,0.000145433,718.0788726010368,1.591113262787452
22.0,0.079286673,0.00681027,8.1562e-05,0.000146035,715.9009800205567,1.5904215580547294
23.0,0.079275496,0.006812944,8.0756e-05,0.000146347,716.1820730198908,1.5905109232023829
24.0,0.079287454,0.006839316,8.0955e-05,0.000146637,718.9543185615656,1.591390860539253
25.0,0.079290392,0.006830111,8.1521e-05,0.000147166,717.9866816659522,1.5910840148217404
26.0,0.079303618,0.006831744,8.1154e-05,0.000147675,718.1583439202202,1.5911384731255969
27.0,0.07930944,0.00680382,8.1845e-05,0.000147976,715.2229509084757,1.5902058897985545
28.001,0.079305992,0.006848114,8.3384e-05,0.000148432,719.8791712946029,1.5916838477417699
29.001,0.079311218,0.006840663,9.0032e-05,0.000148816,719.0959162691585,1.5914357361938962
30.0,0.079327501,0.006816782,0.000101861,0.000149273,716.5855266217773,1.5906391429811595
31.001,0.079327533,0.006812985,0.000119198,0.000149542,716.1863829723862,1.590512293217236
32.0,0.079328303,0.006838602,0.000130849,0.000149459,718.8792623156703,1.5913670707377858
33.0,0.079340629,0.006832866,0.000137298,0.000150456,718.2762894494846,1.5911758845860222
34.0,0.079317549,0.006823946,0.000141308,0.000150871,717.3386119797539,1.5908783318903974
35.0,0.079334829,0.006805535,0.000145673,0.000151213,715.4032330677344,1.5902632492120707
36.0,0.079335426,0.006825334,0.000148573,0.00015167,717.484519639842,1.5909246519776097
37.0,0.079330124,0.006829682,0.000150604,0.000152271,717.9415848459395,1.5910697066312267
38.0,0.07933045,0.006808944,0.000153127,0.000152489,715.761589849608,1.5903772332732937
39.0,0.079347307,0.006811965,0.000154886,0.000152852,716.0791597639641,1.5904782080715438
40.0,0.079358691,0.00682017,0.000156969,0.000153081,716.9416758670069,1.5907522838824677
41.0,0.079359634,0.006834009,0.000158948,0.000153693,718.3964425153929,1.5912139914917565
42.0,0.079360403,0.006824395,0.000160822,0.000154243,717.385811215618,1.5908933166162937
43.0,0.079358441,0.006814863,0.000162444,0.000154533,716.383799820834,1.5905750399078316
44.0,0.079350744,0.006827233,0.000164339,0.000154834,717.6841440249337,1.59098801354412
45.001,0.079361119,0.00682313,0.000165784,0.000155467,717.2528334130161,1.590851097163977
46.0,0.079360859,0.006834724,0.000167762,0.000155675,718.471603882081,1.591237826698316
47.0,0.079369716,0.006814434,0.000169511,0.0001561,716.3387030008212,1.59056070754943
48.0,0.079375603,0.006814087,0.000172746,0.000156609,716.3022260857991,1.590549114210969
49.0,0.079369878,0.006830988,0.00017531,0.000157024,718.0788726010368,1.591113262787452
50.0,0.079368209,0.006827824,0.00017732,0.00015746,717.746270413343,1.5910077299893837
51.0,0.079363504,0.006813863,0.000178221,0.00015774,716.2786790282632,1.5905416300899917
52.0,0.079361141,0.006820619,0.000178106,0.000158238,716.988875102871,1.5907672748722705
53.0,0.079373087,0.006831662,0.000178231,0.000158549,718.1497240152295,1.5911357387727814
54.0,0.079377305,0.006836336,0.000178179,0.000158871,718.641058599705,1.5912915573486008
55.001,0.079373651,0.006827865,0.000177687,0.000159348,717.7505803658385,1.591009097749123
56.0,0.079375483,0.006826641,0.000178148,0.000159763,717.6219125157319,1.5909682624456472
57.0,0.079374399,0.006843235,0.00017842,0.000160188,719.3662869476503,1.5915214045128694
58.001,0.079374475,0.006827661,0.000178357,0.000160645,717.7291357241539,1.5910022922490814
59.0,0.079373348,0.006814312,0.000178336,0.000161029,716.3258782641276,1.5905566315561752
60.0,0.079369087,0.006800126,0.000178598,0.000161465,714.8346347007194,1.5900823042042376
61.0,0.079378378,0.00682958,0.000178702,0.000161932,717.9308625250973,1.5910663045839752
62.0,0.079379462,0.006826089,0.000178891,0.000162409,717.5638858382329,1.5909498447156467
63.0,0.079376828,0.006812965,0.000179058,0.000162617,716.1842805565348,1.590511624918085
64.0,0.079373185,0.006815986,0.000179812,0.000163052,716.5018504708909,1.5906125547205237
65.0,0.079365867,0.006818925,0.000178912,0.000163582,716.8108004802563,1.5907107125401425
66.0,0.079365781,0.006830315,0.00017932,0.000163914,718.0081263076368,1.59109081847847
67.0,0.079371418,0.006822579,0.000179582,0.000164246,717.1949118563097,1.590832705657391
68.0,0.079376025,0.006798921,0.000179686,0.000164557,714.7079641456718,1.5900419790414526
69.0,0.079378811,0.006818619,0.000179529,0.000165065,716.7786335177296,1.590700494127962
70.0,0.079380243,0.006824906,0.00017931,0.000165491,717.4395279406218,1.5909103695968558
71.0,0.079384991,0.006818415,0.000179613,0.000165781,716.7571888760452,1.5906936816607988
72.0,0.079388915,0.006805494,0.000179268,0.000166321,715.398923115239,1.590261878064828
73.0,0.079385143,0.006809127,0.00018,0.000166518,715.7808269546484,1.590383350881965
74.001,0.079386823,0.006825538,0.000180702,0.000166954,717.5059642815264,1.5909314592295194
75.0,0.079399355,0.006839275,0.000179634,0.000167587,718.9500086090703,1.5913894945089653
76.0,0.079397772,0.006795125,0.000181079,0.000167888,714.3089256170733,1.5899149111195539
77.0,0.079408841,0.006805474,0.000179906,0.000168292,715.3968206993876,1.5902612092102513
78.0,0.07941334,0.006819721,0.000180241,0.000168728,716.8944766311425,1.5907372921474174
79.0,0.079407367,0.006808576,0.000180147,0.000167857,715.722905397942,1.5903649308209473
80.0,0.079395116,0.00681025,0.000180042,0.000167929,715.8988776047054,1.5904208895543999
81.0,0.079406174,0.006802738,0.000180084,0.000167307,715.1092102109142,1.5901696959096998
82.0,0.07940431,0.006817904,0.000180346,0.000167037,716.7034721510415,1.5906766164228023
83.0,0.079418793,0.006816578,0.000179959,0.000166518,716.5640819800929,1.5906323291277493
84.0,0.079410034,0.006791389,0.000179917,0.000166342,713.9161943360291,1.5897897992928054
85.0,0.079412787,0.00680282,0.000179906,0.00016602,715.117830115905,1.5901724390368839
86.0,0.079415302,0.006823579,0.000180011,0.00016547,717.3000326488805,1.5908660832429882
87.0,0.079416462,0.00681521,0.000179864,0.000164982,716.4202767358561,1.5905866322494437
88.0,0.079411801,0.006804392,0.000179823,0.00016465,715.2830800018261,1.5902250219650234
89.0,0.079418305,0.006793716,0.000179508,0.0001641,714.1608104203411,1.5898677323821186
90.0,0.079424994,0.006823865,0.000179456,0.000163737,717.3300971955556,1.5908756285532293
91.0,0.079429667,0.006822068,0.000179404,0.00016355,717.1411951313061,1.590815648284985
92.0,0.079422707,0.006814496,0.000179802,0.000163042,716.3452204899606,1.5905627789347203
93.0,0.079431391,0.006796268,0.000179132,0.000162316,714.4290786829816,1.5899531777270353
94.0,0.079436041,0.006804004,0.000179299,0.00016215,715.2422931343086,1.590212044334269
95.0,0.079440172,0.006826661,0.000179289,0.00016189,717.6240149315834,1.5909689297335954
96.0,0.079431044,0.006797656,0.000179676,0.000161247,714.5749863430698,1.5899996401791627
97.0,0.079446362,0.00678396,0.00017932,0.000160873,713.1352519680213,1.5895408611060993
98.0,0.079450688,0.00680131,0.000179153,0.000160489,714.9590977191231,1.5901219213490798
99.0,0.079465085,0.006797595,0.00017955,0.000160012,714.568573974723,1.5899975983919494
100.0,0.079441527,0.0068157,0.000179079,0.000159836,716.4717859242157,1.590603001079433
101.0,0.079447381,0.006784613,0.000178598,0.000159369,713.20389584557,1.5895627507186012
102.0,0.079450926,0.006793696,0.000178325,0.000158808,714.1587080044898,1.5898670626520335
103.0,0.07944556,0.006802208,0.000178472,0.000158508,715.0534961908515,1.5901519653390133
