Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.030906522,0.058226696,7.7919e-05,2.802e-06,0.6120836432294026,49.42706740451065
1.0,0.030923478,0.058174932,7.8265e-05,2.521e-06,0.6115394959587395,49.47110954679924
2.0,0.030919694,0.058181464,7.7804e-05,3.154e-06,0.6116081608604467,49.465547887665295
3.0,0.030924356,0.058192935,7.7846e-05,2.3388e-05,0.6117287449216046,49.45578376948619
4.001,0.030932693,0.05817881,7.772e-05,4.3684e-05,0.6115802618020983,49.46780748924768
5.0,0.030928714,0.058174524,7.8359e-05,6.3897e-05,0.6115352070304025,49.4714569766286
6.001,0.030939056,0.058140028,7.8453e-05,8.384e-05,0.6111725823443507,49.50084842126734
7.0,0.030934113,0.058137497,7.9762e-05,0.000100266,0.611145976271751,49.50300618811397
8.0,0.030937539,0.058130414,7.9479e-05,0.000100577,0.6110715192143732,49.50904563532924
9.0,0.030947014,0.058068178,7.9259e-05,0.000100535,0.6104172894497301,49.56217188042382
10.0,0.030945008,0.058074077,7.9155e-05,0.000101272,0.6104793002052675,49.557131746790546
11.0,0.030961942,0.058087733,7.9668e-05,0.000101469,0.6106228531596022,49.54546769113344
12.0,0.030960121,0.058082263,7.9709e-05,0.000102175,0.610565352086066,49.550139185277175
13.0,0.03095173,0.058044031,7.9929e-05,0.000102548,0.6101634542719097,49.582813239643
14.0,0.030957735,0.058020762,7.9793e-05,0.000102797,0.6099188486996767,49.60271935915881
15.0,0.030976382,0.058052747,7.9678e-05,0.00010342,0.6102550775547142,49.575360757785056
16.001,0.03097429,0.058008331,7.9898e-05,0.00010369,0.6097881730424322,49.61335996444091
17.001,0.030967102,0.058016782,7.9751e-05,0.000104063,0.6098770106242337,49.60612566640579
18.0,0.030972371,0.057981428,7.9521e-05,0.000104478,0.6095053665741791,49.6364029134263
19.0,0.030971753,0.057950892,8.0034e-05,0.000104883,0.6091843697219852,49.662581985640834
