Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.015030252,0.29020433,7.9406e-05,4.5261e-05,30506.50917705305,3.1650676819986985
1.0,0.015029677,0.29009657,7.9636e-05,4.551e-05,30495.18136044563,3.164800118518585
2.0,0.015032474,0.28997065,7.9887e-05,4.5863e-05,30481.944550245124,3.16448737903489
3.0,0.01503784,0.28984514,7.9437e-05,4.6371e-05,30468.750839569573,3.164175566084427
4.0,0.015041375,0.28972127,7.9908e-05,4.6735e-05,30455.729526993837,3.163867737610563
5.0,0.015041071,0.28956841,7.9971e-05,4.7181e-05,30439.660762641477,3.1634877431058213
6.0,0.01504441,0.28939616,8.062e-05,4.7627e-05,30421.553706121176,3.1630593838017003
7.0,0.01505137,0.28926759,8.0662e-05,4.7969e-05,30408.03832582036,3.1627395371241778
8.0,0.015051934,0.28919616,8.0714e-05,4.8571e-05,30400.529547607028,3.162561797291827
9.0,0.015052226,0.28911678,8.107e-05,4.8748e-05,30392.18505909277,3.162364240444648
10.0,0.015056866,0.28900861,8.0924e-05,4.9349e-05,30380.814142960397,3.1620949732439905
11.001,0.015059327,0.2888727,8.0505e-05,4.9993e-05,30366.527176042102,3.161756555953519
12.0,0.015061268,0.28870004,8.0892e-05,5.0169e-05,30348.37701999685,3.161326474863857
13.0,0.015065637,0.28853902,8.1489e-05,5.048e-05,30331.450469977106,3.1609252306162663
14.0,0.015071458,0.28840637,8.3468e-05,5.0895e-05,30317.506196842605,3.1605945670933258
15.0,0.015070873,0.28831066,9.5988e-05,5.1435e-05,30307.44508578566,3.1603559216900945
16.0,0.015072868,0.28821698,0.000133655,5.1871e-05,30297.59736993764,3.160122285841647
17.0,0.015078017,0.28817208,0.000145569,5.2161e-05,30292.877446351213,3.16001028795735
18.0,0.01507908,0.288048,0.000151096,5.2608e-05,30279.834058409044,3.159700723052526
19.0,0.015081031,0.28793086,0.000157095,5.2867e-05,30267.52020876731,3.1594083895360874
20.0,0.015083731,0.28784576,0.000162256,5.3438e-05,30258.57442931954,3.159195964110604
21.0,0.015088869,0.28771474,0.000168673,5.3801e-05,30244.801503076927,3.1588688304533226
22.0,0.0150894,0.28759535,0.000173154,5.4226e-05,30232.25113165191,3.158570646755824
23.001,0.015091265,0.28746188,0.000174138,5.4496e-05,30218.220659467494,3.158237197902696
24.0,0.015095667,0.28731862,0.000174483,5.4787e-05,30203.161054723812,3.1578791736550222
25.0,0.015098073,0.28714004,0.000174442,5.5368e-05,30184.38858358653,3.1574327106647146
26.0,0.015100773,0.28696698,0.000174462,5.5835e-05,30166.196379224242,3.1569998681705496
27.0,0.015107342,0.2868329,0.000174661,5.627e-05,30152.101783356364,3.1566643971729547
