Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.013933818,0.34541192,7.8788e-05,3.019e-06,3.6309974793772075,6.87948408700135
1.0,0.013937797,0.34533783,7.8202e-05,2.77e-06,3.630218639425051,6.881246255663918
2.0,0.013939846,0.34526253,7.8212e-05,2.905e-06,3.6294270798569936,6.883038042085025
3.0,0.013940486,0.34519743,7.8338e-05,2.3554e-05,3.6287427434973587,6.8845877984699415
4.0,0.013938166,0.34515151,7.9814e-05,3.557e-05,3.6282600288178735,6.885681340609984
5.0,0.01393861,0.34509702,7.9605e-05,3.6016e-05,3.6276872256191552,6.886979378058349
6.0,0.01394028,0.345006,7.9531e-05,3.64e-05,3.626730416165177,6.889148607462506
7.0,0.013943142,0.34491885,8.0128e-05,3.6846e-05,3.6258142884579234,6.891226766685985
8.0,0.013946763,0.34486314,8.017e-05,3.7137e-05,3.6252286605225117,6.892555810459585
9.0,0.013948888,0.34478375,8.0369e-05,3.7583e-05,3.6243941065502927,6.894450578683204
10.001,0.01394995,0.34468396,8.0275e-05,3.7936e-05,3.62334510616123,6.896833565366544
11.0,0.013951045,0.34453294,8.0536e-05,3.8299e-05,3.621757571951827,6.900442766855809
12.0,0.013950796,0.34441539,8.0641e-05,3.8952e-05,3.620521877035158,6.903254445535675
13.0,0.013951956,0.34431763,8.0652e-05,3.917e-05,3.6194942161669865,6.905594349731276
14.0,0.013955674,0.34422028,8.0871e-05,3.9762e-05,3.618470865251311,6.907925869899896
15.0,0.013957701,0.34407457,8.0851e-05,4.0115e-05,3.6169391501827635,6.911418273909876
16.0,0.013961105,0.34396865,8.1897e-05,4.0467e-05,3.615825710747854,6.913958993769127
17.0,0.01396413,0.3438658,8.7373e-05,4.0665e-05,3.6147445433962644,6.916427693952029
18.0,0.013966884,0.34379355,0.000121941,4.1391e-05,3.6139850456699407,6.918162860631821
19.0,0.013967643,0.34369457,0.000145108,4.1661e-05,3.612944560065076,6.92054126046809
20.0,0.013968076,0.3436309,0.000153138,4.2003e-05,3.6122752559787785,6.922071976550457
21.0,0.013968575,0.34356927,0.000159838,4.247e-05,3.6116273965341645,6.92355423287537
22.0,0.013968087,0.34351212,0.000167899,4.3041e-05,3.611026631204623,6.924929255480259
23.0,0.013969236,0.34342886,0.000174222,4.3259e-05,3.6101513954856794,6.926933367945285
24.0,0.013969865,0.34334273,0.0001744,4.3663e-05,3.609245990099268,6.92900766951871
25.0,0.013970038,0.34327825,0.000175509,4.4192e-05,3.608568171228772,6.930561303061356
26.0,0.013972922,0.34318539,0.000174682,4.4504e-05,3.60759201954896,6.932799857249116
27.001,0.013975036,0.34306661,0.000174818,4.4919e-05,3.606343394774805,6.935665169933823
28.0,0.013980663,0.34295784,0.000175468,4.5292e-05,3.6051999959140137,6.938290896291829
29.0,0.013983655,0.34287661,0.000175635,4.5759e-05,3.604346099715962,6.940252977890063
30.0,0.013985986,0.34277029,0.000176054,4.6091e-05,3.60322845544935,6.942822619599776
31.0,0.013987558,0.34262947,0.000175708,4.6558e-05,3.601748144448369,6.946228745461417
32.001,0.01399043,0.3425011,0.000176075,4.688e-05,3.6003987088341387,6.949336373097608
33.001,0.013994019,0.34233335,0.00017596,4.7243e-05,3.598635307538765,6.953401125853231
34.0,0.013996469,0.34220988,0.000175991,4.7648e-05,3.597337381112895,6.956395683190516
