Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),U_AB (V) error,U_mano (V) error,U_sample (V) error,U_field (V) error,pressure_manometer/Pascal,temp_manometer/K,pressure_manometer error/Pascal,temp_manometer_lower/K,temp_manometer_upper/K,R_AB (Ohm),R_AB (Ohm) error,R_sample (Ohm),R_sample (Ohm) error,I_coil (Ohm),mag field (gauss),mag field (gauss) error
163.0,0.012210063,0.47020798,0.000130221,1.9601e-05,4.11050315e-06,2.7010399000000002e-05,3.50651105e-06,3.50098005e-06,49428.63553067446,3.5412811747903996,2.934835187047159,3.5412311754528694,3.541331172124075,12210.063,4.1105031499999996,0.0013022099999999998,3.5065110499999996e-05,0.0509778933680104,21.590459279455146,3.8563219839656817
164.0,0.012210844,0.47001084,0.000105431,1.8833e-05,4.1105422e-06,2.7000542e-05,3.50527155e-06,3.50094165e-06,49407.912017627066,3.5409280756406054,2.933767926125218,3.5408780803356232,3.540978068941775,12210.844000000001,4.1105422,0.00105431,3.5052715499999996e-05,0.04898049414824447,20.744508933726802,3.8562796864483424
165.0,0.012214595,0.46977512,8.732e-05,1.8573e-05,4.11072975e-06,2.6988756e-05,3.5043659999999998e-06,3.5009286499999998e-06,49383.1329444023,3.5405057442657104,2.9324918038541425,3.5404557537828363,3.540555732744821,12214.595000000001,4.11072975,0.0008732,3.5043659999999995e-05,0.04830429128738621,20.458119493766688,3.8562653669763343
166.001,0.012214974,0.46955655,8.0851e-05,1.8356e-05,4.1107487e-06,2.6977827500000003e-05,3.50404255e-06,3.5009178e-06,49360.15669277012,3.5401140121224373,2.9313085268950854,3.540064026111221,3.540163996129939,12214.974,4.1107487,0.00080851,3.50404255e-05,0.04773992197659297,20.21909446118453,3.8562534157247583
167.001,0.012219039,0.46936349,8.0379e-05,1.7785e-05,4.11095195e-06,2.69681745e-05,3.5040189499999997e-06,3.50088925e-06,49339.86207255642,3.539767897896481,2.9302633539540794,3.5397179158353276,3.539817877953963,12219.039,4.11095195,0.00080379,3.50401895e-05,0.04625487646293888,19.590139191118286,3.8562219679612006
168.0,0.01222059,0.46914982,8.017e-05,1.7245e-05,4.1110295e-06,2.6957491000000003e-05,3.5040084999999997e-06,3.50086225e-06,49317.40091280783,3.539384722409619,2.929106604227028,3.539334744720549,3.5394346980950617,12220.59,4.1110295,0.0008016999999999999,3.5040084999999996e-05,0.044850455136540957,18.995330354278035,3.856192227519397
169.001,0.012223137,0.46894921,7.9866e-05,1.7079e-05,4.11115685e-06,2.69474605e-05,3.5039933e-06,3.50085395e-06,49296.31263061022,3.5390248602522933,2.9280205576938503,3.5389748866683957,3.5390748318326053,12223.137,4.1111568499999995,0.00079866,3.5039933e-05,0.044418725617685305,18.812481711841972,3.8561830850872383
170.0,0.012225934,0.46876308,7.9772e-05,1.6643e-05,4.1112967e-06,2.6938154e-05,3.5039886e-06,3.50083215e-06,49276.74649748903,3.5386908799452454,2.927012901838109,3.5386409101704888,3.538740847716459,12225.934000000001,4.1112967000000005,0.0007977199999999999,3.5039886e-05,0.043284785435630684,18.33222865098579,3.856159072434183
171.0,0.01222678,0.46854961,7.9605e-05,1.6426e-05,4.111339e-06,2.6927480500000003e-05,3.50398025e-06,3.5008212999999998e-06,49254.30636189897,3.5383077321882856,2.925857234855221,3.5382577667825084,3.5383576955905673,12226.78,4.111339,0.0007960499999999999,3.50398025e-05,0.04272041612483745,18.09320361840366,3.856147121182577
172.0,0.012229945,0.46834451,7.9573e-05,1.5668e-05,4.11149725e-06,2.69172255e-05,3.50397865e-06,3.5007834e-06,49232.74608734271,3.5379394963607607,2.9247468807155736,3.537889535152986,3.5379894555650804,12229.945000000002,4.11149725,0.00079573,3.5039786499999996e-05,0.04074902470741222,17.258268251135316,3.8561053744141915
173.0,0.012231539,0.46815329,7.9312e-05,1.5471e-05,4.11157695e-06,2.6907664500000003e-05,3.5039656e-06,3.50077355e-06,49212.64488938734,3.5375960825701904,2.9237116690208724,3.537546125276615,3.537646037860354,12231.539,4.111576950000001,0.00079312,3.5039655999999996e-05,0.04023667100130039,17.04127317547322,3.8560945246604383
174.0,0.012233718,0.46795349,7.9406e-05,1.4952e-05,4.1116859e-06,2.6897674500000002e-05,3.5039703e-06,3.5007476e-06,49191.64175503171,3.537237158708148,2.922630007601557,3.5371872055046976,3.5372871099082284,12233.718,4.1116859,0.00079406,3.5039703e-05,0.03888686605981794,16.469595793398984,3.8560659407913036
175.0,0.01223671,0.46777451,7.9134e-05,1.4579e-05,4.1118355e-06,2.68887255e-05,3.5039567e-06,3.50072895e-06,49172.8272355774,3.536915548371554,2.92166105984966,3.5368655988322804,3.5369654959074963,12236.710000000001,4.1118355,0.00079134,3.5039567e-05,0.03791677503250975,16.05873709684081,3.8560453978564837
176.0,0.012237415,0.46759084,7.9102e-05,1.4039e-05,4.11187075e-06,2.6879542e-05,3.5039551e-06,3.50070195e-06,49153.519699605946,3.5365854241719696,2.9206667217471303,3.5365354783931426,3.5366353679475035,12237.415,4.1118707500000005,0.00079102,3.5039550999999995e-05,0.03651235370611183,15.463928260000541,3.8560156574146713
177.0,0.012241675,0.46740268,7.8369e-05,1.3686e-05,4.11208375e-06,2.6870134000000002e-05,3.50391845e-06,3.5006843e-06,49133.74017127584,3.5362471389680232,2.91964807603813,3.536197197041839,3.536297078890955,12241.675000000001,4.11208375,0.0007836899999999999,3.5039184499999996e-05,0.03559427828348505,15.075099520362402,3.8559962159776564
178.001,0.012244472,0.46718778,7.8956e-05,1.3458e-05,4.1122236e-06,2.6859389000000002e-05,3.5039477999999998e-06,3.5006728999999997e-06,49111.14971295239,3.5358606665352172,2.918484667434472,3.535810729009515,3.535910602057713,12244.472,4.1122236,0.0007895599999999999,3.5039477999999995e-05,0.035001300390117035,14.82395801147429,3.8559836589022183
179.0,0.012246131,0.46702921,7.8568e-05,1.2877e-05,4.11230655e-06,2.68514605e-05,3.5039284e-06,3.50064385e-06,49094.48070887445,3.535575420047909,2.9176262137244584,3.5355254857694494,3.535625352323191,12246.131000000001,4.1123065500000004,0.00078568,3.5039284e-05,0.03349024707412224,14.183987762948027,3.855951660389799
180.0,0.012248321,0.46682513,7.8809e-05,1.2586e-05,4.11241605e-06,2.68412565e-05,3.50394045e-06,3.5006293e-06,49073.02765752662,3.535208210849375,2.9165213815800453,3.5351582807504087,3.5352581389452093,12248.321,4.11241605,0.00078809,3.50394045e-05,0.0327334200260078,13.863451889761876,3.855935633596129
181.0,0.012250608,0.4666439,7.8579e-05,1.2265e-05,4.1125304e-06,2.6832195e-05,3.50392895e-06,3.50061325e-06,49053.97661628903,3.5348820257013935,2.9155402529563093,3.534832099314225,3.5349319500854683,12250.608,4.112530400000001,0.0007857899999999999,3.5039289499999996e-05,0.03189856957087126,13.509871081195744,3.855917954555725
182.0,0.012253156,0.46643574,7.8401e-05,1.2026e-05,4.1126578e-06,2.6821787000000002e-05,3.50392005e-06,3.5006013e-06,49032.09467210751,3.5345072653032346,2.9144133328309607,3.5344573431797266,3.5345571854236923,12253.156,4.1126578,0.0007840099999999999,3.50392005e-05,0.031276983094928476,13.2466130960016,3.8559047916564637
183.001,0.012254262,0.46627329,7.8411e-05,1.132e-05,4.1127131e-06,2.6813664500000003e-05,3.50392055e-06,3.500566e-06,49015.0177993544,3.534214720360834,2.913533873884176,3.5341648015649536,3.5342646371536968,12254.262,4.112713100000001,0.00078411,3.503920549999999e-05,0.029440832249674902,12.468955616725285,3.8558659087824587
184.0,0.01225604,0.46606962,7.8338e-05,1.0978e-05,4.112802e-06,2.6803481000000003e-05,3.5039169e-06,3.5005489e-06,48993.607847531515,3.5338478479563946,2.9124312613652976,3.5337979333327763,3.5338977605770405,12256.039999999999,4.112802,0.0007833799999999999,3.5039169e-05,0.028551365409622886,12.092243353393124,3.855847073169322
185.0,0.012258522,0.46587043,7.8977e-05,1.0542e-05,4.1129261e-06,2.6793521500000002e-05,3.50394885e-06,3.5005271e-06,48972.66883685936,3.53348894071579,2.911352902315681,3.533439030172958,3.533538849255689,12258.522,4.1129261,0.00078977,3.50394885e-05,0.02741742522756827,11.611990292536932,3.855823060516256
186.0,0.012260398,0.46564186,7.927e-05,9.94e-06,4.1130199e-06,2.6782093000000003e-05,3.5039635e-06,3.500497e-06,48948.64137730147,3.533076967942056,2.91011548814845,3.5330270620822883,3.533126871798942,12260.398000000001,4.1130199,0.0007927,3.5039635e-05,0.025851755526657996,10.94888858924463,3.8557899054311235
187.0,0.012261656,0.46545737,7.8359e-05,9.754e-06,4.1130828e-06,2.67728685e-05,3.50391795e-06,3.5004877e-06,48929.2476422801,3.53274434504037,2.909116710794849,3.532694442960815,3.53279424511708,12261.655999999999,4.1130828,0.0007835899999999999,3.50391795e-05,0.025368010403120936,10.744009989888557,3.8557796615011286
188.0,0.012263889,0.46525125,7.86e-05,9.276e-06,4.11319445e-06,2.67625625e-05,3.50393e-06,3.5004637999999997e-06,48907.58014451542,3.5323726194418477,2.9080008346599686,3.5323227215860076,3.5324225152948836,12263.889000000001,4.11319445,0.0007859999999999999,3.5039299999999995e-05,0.02412483745123537,10.217494019500336,3.855753335702617
189.0,0.012268084,0.46501656,7.882e-05,9.567e-06,4.1134042e-06,2.6750828e-05,3.503941e-06,3.50047835e-06,48882.909345707005,3.5319492341059338,2.9067302885213344,3.531899341059642,3.531999125149472,12268.084,4.113404200000001,0.0007881999999999999,3.5039409999999996e-05,0.024881664499349802,10.538029892686462,3.8557693624962823
190.0,0.012269981,0.46474656,7.8945e-05,8.675e-06,4.11349905e-06,2.6737328e-05,3.50394725e-06,3.50043375e-06,48854.526731712904,3.5314619703685275,2.905268583900639,3.5314120828559057,3.53151185587845,12269.981,4.113499050000001,0.0007894499999999999,3.50394725e-05,0.02256176853055917,9.555493814054046,3.8557202356923383
191.0,0.012272475,0.46457431,7.8286e-05,8.052e-06,4.11362375e-06,2.67287155e-05,3.5039143e-06,3.5004026e-06,48836.41967519261,3.531151014296696,2.9043360704898427,3.5311011303146342,3.531200896276092,12272.475,4.11362375,0.00078286,3.5039143e-05,0.020941482444733418,8.869260655995769,3.8556859240344394
