Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),pressure_manometer/Pascal,temp_manometer/K
0.0,0.068177731,0.010191361,7.7658e-05,2.615e-06,1071.323945694265,1.6869354517018034
1.0,0.06818081,0.010210487,7.8244e-05,2.75e-06,1073.3344859729725,1.687407658724898
2.0,0.068184301,0.010225837,7.7888e-05,3.113e-06,1074.9480901389327,1.6877861630331794
3.0,0.068187878,0.010204956,7.8307e-05,2.3284e-05,1072.7530628692637,1.6872711700787526
4.0,0.068184431,0.010198179,7.8432e-05,4.3342e-05,1072.040659258012,1.687103858764789
5.0,0.068199196,0.010230572,7.8129e-05,6.3409e-05,1075.4458370917553,1.6879028345495244
6.0,0.068200779,0.010218917,7.8066e-05,8.3861e-05,1074.2206542543433,1.6876155802551465
7.0,0.068205593,0.010192994,7.8495e-05,0.000103804,1071.495607948533,1.6869757950279283
8.0,0.068195272,0.010200159,7.9971e-05,0.000124339,1072.248798427302,1.687152749776042
9.0,0.068214992,0.010201812,7.9793e-05,0.000136344,1072.4225630974213,1.6871935609522313
10.0,0.068216455,0.010203853,8.0212e-05,0.000136697,1072.6371146350584,1.687243944730883
11.0,0.068200877,0.010195301,8.0987e-05,0.000137247,1071.7381216169936,1.68703278135031
12.001,0.068225323,0.010176747,8.0505e-05,0.000137371,1069.7877104316365,1.6865741978834528
13.0,0.068204021,0.010206201,8.0317e-05,0.00013789,1072.8839382560143,1.6873018977810623
14.0,0.068225898,0.010208875,8.0243e-05,0.000138378,1073.1650312553484,1.6873678850381608
15.0,0.068232316,0.010210161,8.0358e-05,0.000138886,1073.3002165945943,1.6873996155400028
16.0,0.068232077,0.010189973,8.062e-05,0.000138865,1071.1780380341768,1.6869011573263766
17.0,0.068242268,0.01019971,8.0484e-05,0.000139436,1072.201599191438,1.6871416634944065
18.0,0.068239373,0.010202486,8.0987e-05,0.000139778,1072.493414511614,1.6872102000312312
19.0,0.06824049,0.010190708,8.1081e-05,0.000140266,1071.2553018167162,1.686919317965505
20.0,0.068252502,0.010171909,8.0526e-05,0.000140743,1069.2791360371793,1.6864545188500224
21.0,0.068252729,0.010179482,8.0652e-05,0.000141138,1070.0752157993174,1.6866418356464556
22.0,0.068260795,0.0101883,8.1175e-05,0.000141605,1071.002170948206,1.6868598166164326
23.0,0.068270346,0.010183136,8.0976e-05,0.000141926,1070.4593271753708,1.6867321795795414
24.0,0.068267018,0.010169235,8.0987e-05,0.000142352,1068.9980430378453,1.686388353138772
25.0,0.068269674,0.010167255,8.0652e-05,0.000142673,1068.7899038685553,1.686339351483127
26.0,0.06826125,0.010181298,8.0913e-05,0.000143223,1070.2661151586258,1.6866867386587054
27.0,0.068281296,0.010174889,8.1395e-05,0.000143389,1069.59239599904,1.6865282409999562
28.0,0.068276612,0.010153008,8.1646e-05,0.000143877,1067.2922479368003,1.6859865526634608
29.0,0.068276027,0.010159805,8.2442e-05,0.000144219,1068.0067539639033,1.6861549128878466
30.0,0.068285762,0.010170623,8.6504e-05,0.000144821,1069.1439506979334,1.686422699559727
31.0,0.068293524,0.010178339,9.5873e-05,0.00014535,1069.955062733409,1.6866135703952057
32.0,0.068295085,0.010153681,0.000113262,0.000145299,1067.3629942302005,1.6860032264706015
33.0,0.068306707,0.010149803,0.000127248,0.000145952,1066.9553357966113,1.6859071363908842
34.0,0.068297785,0.010163622,0.000136178,0.000146284,1068.408000029146,1.6862494223899887
35.0,0.068303845,0.010174889,0.000140722,0.000146627,1069.59239599904,1.6865282409999562
36.0,0.068303574,0.010157233,0.000145223,0.000147073,1067.7363832854116,1.6860912148672984
37.0,0.068308485,0.010144721,0.000148154,0.000147727,1066.4211119287668,1.6857811719004867
38.0,0.068320063,0.010174991,0.000150133,0.000147841,1069.6031183198822,1.6865307640910372
39.0,0.068323803,0.010166071,0.000152195,0.000148411,1068.6654408501515,1.6863100460886358
40.0,0.068322719,0.010154865,0.000155074,0.000148775,1067.4874572486042,1.6860325584820295
41.0,0.068324616,0.010133494,0.000156666,0.000149159,1065.2409207905753,1.6855027283457402
42.0,0.068320844,0.010148762,0.000158571,0.000149625,1066.845905051545,1.6858813375721706
43.0,0.068338742,0.010161152,0.000160623,0.000149833,1068.1483516714961,1.6861882678310707
44.0,0.068334222,0.010141924,0.000162811,0.000150352,1066.1270890719466,1.6857118242914133
